phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot
9.780697,10.343233,9.074455,20.95167537165959,0.019205533,1090.9187,0.0,4629.7383,4.5671
18.741945,19.271574,18.054256,12.672176638518547,0.21803717,58.119343,,,
12.100888,12.906267,11.222882,12.61742261769222,0.017852033,706.7779,,,
17.52587,19.476004,16.210829,10.212787120329786,0.122558795,83.3297,0.6221,3135.4248,5.0435
12.968334,13.91113,12.004687,10.92326169236234,0.0156081775,699.8422,1.3889,4758.8906,4.6758
13.72065,15.291383,12.506763,26.790820958581772,0.023186237,1155.4623,0.0,3022.0647,4.3108
16.570927,18.12341,15.366464,10.803733922627726,0.069830656,154.71333,0.5672,3346.7786,4.9875
17.784103,20.420427,16.35516,16.50215000911196,0.15576988,105.939285,,,
13.364308,14.933664,12.143935,14.94773757974233,0.02100414,711.65674,,,
13.23431,14.636865,12.069005,20.8917832641881,0.027442295,761.2987,,,
18.806667,18.995258,18.545927,10.65333400398777,0.22179678,48.03196,,,
20.190233,21.195745,18.641596,10.579960560766914,0.7474461,14.154814,,,
12.370875,13.530066,11.300636,25.78365659177557,0.021833703,1180.9109,,,
18.239685,20.667229,16.759296,13.765380229758433,0.22858034,60.221188,0.0036,2679.0696,5.0565
14.939974,16.368027,13.765318,11.154422764454615,0.036835704,302.81552,0.413,3435.7285,4.817
17.95235,18.233608,17.52252,16.00023058481295,0.13987418,114.39017,,,
14.258432,15.353117,13.216757,10.788193282497597,0.03036183,355.32092,0.4169,3736.6084,4.8328
16.028378,17.97645,14.721887,16.267985522493422,0.049621362,327.84238,,,
14.824416,16.214548,13.671863,13.822861650330966,0.030083138,459.48868,,,
15.610944,17.251556,14.377359,12.006474277439628,0.04366607,274.96118,,,
10.529787,10.977274,9.917012,11.919754095801204,0.016253233,733.37744,0.0172,5026.035,4.5505
15.351079,16.834866,14.162389,10.744904667088052,0.036244705,296.45444,0.5221,3424.3289,4.8811
10.375627,10.842858,9.750332,12.093325787236926,0.020646995,585.71844,,,
