,Apparent G magnitude,Blue photometer magnitude,Red photometer magnitude,Parallax,Parallax error,Parallax over error,Extinction in G band,Effective temperature,Surface gravity,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
171,12.9907255,14.440956,11.809853,24.374941791512807,0.023215115,1049.96,0.0633,3317.0186,4.7378,41.0257389967673,2.6311029999999995,11.090474961875302,9.862143436282622,-2.080857374513049,M
173,14.420071,15.801731,13.265762,12.481501952831406,0.028362786,440.06613,0.4546,3506.1216,4.8006,80.11856295653199,2.5359689999999997,10.550215227196922,9.446805245072877,-1.9147220980291508,M
174,13.5160675,14.992011,12.32817,22.060206671917264,0.02255404,978.10443,0.1288,3325.2249,4.8426,45.33049100002332,2.6638409999999997,11.357344998253431,10.105315384141164,-2.1781261536564656,M
175,10.94,11.48977,10.2398615,13.674010304064424,0.014968975,913.49005,0.0149,4616.809,4.5835,73.1314353114655,1.2499085,6.899849268396036,6.604579514135963,-0.7778318056543854,K
177,9.024732,9.354324,8.524687,14.282667729845546,0.018785149,760.31696,0.0003,5624.321,4.4166,70.0149313079913,0.829637,4.940953110488582,4.798478664702193,-0.05539146588087718,G
180,11.09795,12.468008,9.9474325,58.46895604154765,0.036587466,1598.0597,0.0008,3136.3923,4.1734,17.103093123287625,2.5205754999999996,11.066979553427256,9.93177669806937,-2.108710679227748,M
181,14.936498,16.32422,13.773993,10.60351688910153,0.04025671,263.39752,0.5259,3504.4014,4.8222,94.30833283510083,2.5502269999999996,10.646785742056835,9.537847662272014,-1.9511390649088058,M
182,14.442996,15.883848,13.268868,12.885299858368384,0.0220154,585.28577,0.4795,3476.71,4.8034,77.60781751233736,2.614980000000001,10.685919864274023,9.513968648124745,-1.941587459249898,M
185,9.681743,10.175344,9.027448,20.381613736505265,0.021616824,942.8588,0.0001,4807.933,4.5631,49.06382845480542,1.1478960000000011,6.481520017700493,6.227835833855963,-0.6271343335423851,K
191,18.63983,21.362734,17.143652,10.14494743266638,0.26447153,38.359318,0.1414,2722.1062,4.9805,98.57123525155336,4.219082,16.64515499385169,13.529679005115888,-3.547871602046355,M
193,15.932829,17.773188,14.647097,10.739458823671727,0.043475844,247.02129,0.6968,3275.9497,4.8639,93.11456158254617,3.1260910000000006,12.052893433963984,10.390940986047319,-2.2923763944189277,M
194,14.795586,16.366135,13.588011,25.74536799671886,0.033687774,764.2348,0.0011,3203.0413,5.1034,38.84193848491293,2.778124,13.22128236663005,11.847981519426124,-2.8751926077704497,M
197,9.221049,9.684831,8.587887,16.555786986545616,0.5671209,29.192694,0.003,4851.232,4.1888,60.4018402032274,1.0969440000000006,5.546032344919036,5.312798149780679,-0.2611192599122717,K
200,13.909738,15.053296,12.85071,10.119379072960845,0.024488322,413.23285,0.4463,3696.5957,4.6229,98.82029250905495,2.202586,9.317546961740415,8.48920732464343,-1.5316829298573724,M
201,16.609861,18.335455,15.359925,10.490385977730028,0.06305519,166.36832,0.635,3281.7944,4.9963,95.3253771713351,2.975529999999999,12.586804959100341,11.078818338448457,-2.567527335379383,M
207,10.049926,10.430122,9.504001,11.053705373552988,0.016669419,663.1128,0.0594,5461.205,4.4819,90.46740131074893,0.9261210000000002,5.374632271911436,5.208065423381214,-0.21922616935248557,G
209,14.278472,15.402413,13.226875,10.411629038745104,0.022769868,457.2547,0.4314,3713.0986,4.7763,96.04644924234914,2.1755379999999995,9.743799260835122,8.934665430063422,-1.709866172025369,K
210,18.908125,21.218847,17.453932,10.804380808094947,0.28435433,37.99619,0.004,2729.7021,5.1313,92.55504945278972,3.764915000000002,16.570189845508526,14.072124414017154,-3.7648497656068614,M
211,9.283201,9.652445,8.746296,14.360832096563168,0.018035749,796.2426,0.0831,5566.248,4.4849,69.63384804417565,0.906149000000001,5.143720765923799,4.985999022816987,-0.13039960912679477,G
214,8.811068,9.227636,8.225258,24.39123443124281,0.021046592,1158.9161,0.0,5131.256,4.5311,40.99833498869974,1.0023780000000002,5.945737933461263,5.747236901755356,-0.4348947607021423,K
215,10.182193,10.695597,9.512501,11.36432229695038,0.022324786,509.0451,0.0431,4673.289,4.2086,87.99468845303255,1.183095999999999,5.680647584908174,5.416810709996762,-0.30272428399870466,K
216,18.493837,21.075,17.001816,14.705010021410365,0.23304139,63.10042,0.0045,2668.6008,5.1027,68.00403390028356,4.073183999999998,17.24528705821508,14.326663624066423,-3.8666654496265696,M
217,18.188194,20.526115,16.81006,10.467223706710335,0.23435849,44.6633,0.4159,2939.1816,5.0293,95.53631679419628,3.7160550000000008,15.264683684549105,12.871451530293179,-3.2845806121172716,M
218,14.536162,15.779781,13.430838,11.453244357335,0.024543354,466.6536,0.4575,3583.587,4.7872,87.31150482784994,2.3489430000000002,10.316905135108733,9.373304632901206,-1.8853218531604825,M
219,8.123956,8.366055,7.7135,13.461546238651588,0.029480692,456.62247,0.0004,6212.335,4.1635,74.28567136877196,0.6525549999999996,3.864820678172144,3.7690307364182125,0.3563877054327151,F
222,9.539398,9.910283,8.99702,14.478496963974193,0.018642358,776.6451,0.057,5474.4155,4.5113,69.06794279048636,0.9132630000000006,5.448637721148575,5.286015396966903,-0.2504061587867611,G
223,14.632577,15.9539795,13.493855,10.6069856414746,0.029255651,362.56192,0.4179,3487.4224,4.6624,94.2774916268274,2.460124500000001,10.383566573451724,9.342636904769083,-1.8730547619076334,M
224,15.621156,16.975227,14.476871,11.936288464049776,0.03807766,313.47223,0.4284,3419.6287,4.8122,83.77813614440056,2.498356000000001,11.650078015482205,10.577102529208329,-2.3668410116833316,M
225,11.507427,12.428941,10.557979,22.054637181893582,0.018159194,1214.5162,0.0008,3609.0396,4.0451,45.34193837570722,1.8709620000000005,8.860767780665032,8.224126588242132,-1.425650635296853,M
226,9.740814,10.121807,9.190049,12.407380049928175,0.035290204,351.58142,0.1728,5616.274,4.5341,80.59719263663474,0.9317580000000003,5.193493844818514,5.036414426436828,-0.15056577057473108,G
232,10.20327,10.762796,9.495622,17.93778669320784,0.016913285,1060.5739,0.0003,4571.5054,4.5436,55.748237901538374,1.2671740000000007,6.776189516866989,6.471814276531987,-0.7247257106127947,K
239,10.053564,10.411795,9.52634,10.081929310970576,0.01616854,623.5522,0.0868,5636.954,4.5069,99.18736475486467,0.8854550000000003,5.135270554151983,4.98448224037525,-0.12979289615010003,G
241,14.225954,15.712801,13.024808,13.10205259692611,0.027958186,468.63028,0.3664,3402.3281,4.7053,76.3239189128741,2.6879930000000005,10.697073387589679,9.446250692663593,-1.9145002770654374,M
242,6.3827343,6.4536476,6.2369595,14.277813658762732,0.032969285,433.0641,0.0026,8037.899,4.2503,70.03873449393768,0.21668809999999983,2.1804017150510546,2.1534428481846,1.00262286072616,A
249,5.984928,6.166192,5.6594515,22.850537135218374,0.028883275,791.1339,0.0,6738.1226,4.047,43.76264741972961,0.5067404999999994,2.8449616299145646,2.7794100662568333,0.7522359734972668,F
251,12.35785,13.380202,11.351402,11.88240067015107,0.12755294,93.156624,0.4822,4000.3894,4.3925,84.15807779584715,2.0288000000000004,7.946364829691511,7.250170962683512,-1.036068385073405,K
252,14.662538,15.976441,13.531157,10.787522304192269,0.027004614,399.4696,0.46,3539.0505,4.7763,92.69969245962791,2.445283999999999,10.39115565878106,9.36714653333944,-1.882858613335776,M
256,15.243222,16.119984,14.3215475,11.701785709267003,0.035599858,328.70316,0.12,3781.6372,5.1116,85.4570426125706,1.7984364999999993,11.042613528081365,10.464482703818383,-2.3217930815273533,K
