,Apparent G magnitude,Blue photometer magnitude,Red photometer magnitude,Parallax,Parallax error,Parallax over error,Extinction in G band,Effective temperature,Surface gravity,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
11737,16.121578,17.698606,14.901094,11.296915295499224,0.048116863,234.78079,0.587,3352.455,4.9946,88.51973957868017,2.797512000000001,12.132944205587183,10.79937736209424,-2.455750944837696,M
11741,15.268899,16.708786,14.090242,11.624138182084469,0.034067657,341.20743,0.4873,3432.06,4.8975,86.02788304265302,2.618544,11.28282906001293,10.108402820008017,-2.179361128003207,M
11746,7.812046,8.0151415,7.4571314,12.527901986826764,0.025008686,500.94205,0.0004,6654.221,4.1209,79.82182499923066,0.5580101000000006,3.376355881269971,3.301037734925183,0.5435849060299269,F
11747,11.374731,11.981208,10.627423,11.907429725918606,0.02195769,542.28973,0.3194,4732.089,4.5913,83.98118007140742,1.3537850000000002,6.746797599378791,6.4344211355766205,-0.7097684542306482,K
11756,14.566751,15.899823,13.428834,12.62647029650835,0.024590349,513.4726,0.4653,3510.798,4.8,79.19869738073467,2.4709889999999994,10.653404037277923,9.607860807015363,-1.9791443228061454,M
11758,16.506653,18.036627,15.302528,10.069537861842926,0.057682876,174.5672,0.5661,3367.4844,5.0302,99.30942350287563,2.7340989999999987,12.230068114776614,10.955600696036687,-2.518240278414675,M
11759,12.030816,12.763964,11.200339,12.308854681844904,0.016764307,734.22986,0.2633,4349.8994,4.6526,81.24232723902105,1.563625,7.644061377669523,7.218604222213273,-1.023441688885309,K
11760,14.273252,15.564847,13.147241,10.464557055050566,0.022879232,457.3824,0.4172,3611.176,4.7369,95.56066202700521,2.417606000000001,9.95944363932815,8.954656250990073,-1.7178625003960293,M
11766,10.952703,11.545866,10.22165,13.898656908136193,0.015733158,883.39905,0.0146,4519.9634,4.5867,71.94939817635226,1.3242159999999998,6.9819058098280316,6.65296717192961,-0.7971868687718442,K
11767,16.481218,18.053967,15.266043,10.594762740940446,0.06853452,154.59016,0.5611,3312.0164,4.8866,94.38625710189663,2.7879240000000003,12.372389840274348,11.045574177837143,-2.5542296711348573,M
11771,10.176139,10.555158,9.627412,11.312150640538016,0.017492518,646.6851,0.0955,5474.809,4.5385,88.40052009353714,0.9277460000000008,5.51185466620481,5.348364899307439,-0.27534595972297565,G
11772,8.53756,8.883044,8.009645,17.58321085958728,0.10501341,167.43776,0.0002,5607.2783,4.3976,56.872434050049975,0.8733989999999991,4.918543869158835,4.762850921172426,-0.04114036846897023,G
11773,13.280351,14.4132805,12.22387,14.02186332707384,0.018174246,771.5238,0.4156,3747.3994,4.7314,71.31719776994044,2.189410500000001,9.420076380445185,8.59877964835841,-1.5755118593433637,K
11776,11.045394,11.650147,10.307254,12.928406470063583,0.02224367,581.21735,0.106,4638.6807,4.6204,77.34905321205312,1.3428930000000001,6.82567346621687,6.4971189894803025,-0.734847595792121,K
11778,14.998627,16.52845,13.80432,10.755601375967052,0.033885177,317.41318,0.6009,3431.9187,4.7392,92.9748105237945,2.724129999999999,10.817395175245451,9.555900490150375,-1.95836019606015,M
11779,12.064143,12.776391,11.239652,11.085465000168778,0.015835773,700.02673,0.1741,4403.7817,4.6661,90.2082140879769,1.5367390000000007,7.5335679669111215,7.113812575557365,-0.9815250302229459,K
11786,8.574558,8.865929,8.11604,14.78769897184671,0.019839266,745.3753,0.0003,5900.8335,4.348,67.62377310383661,0.7498889999999996,4.543871408904726,4.42376100603073,0.0944955975877079,G
11787,9.412367,9.737194,8.919474,10.187440808233353,0.09501239,107.22224,0.0204,5730.4277,4.3602,98.16007953556044,0.8177200000000013,4.569275002061911,4.43229249193903,0.09108300322438795,G
11789,15.006712,16.100779,13.867054,10.997053136809065,0.04015325,273.87704,0.4281,3598.708,4.9256,90.93345167650638,2.2337249999999997,10.639293112621512,9.784993617663261,-2.0499974470653046,M
11791,16.135849,17.734241,14.91116,10.470856570257048,0.050586168,206.99051,0.6131,3337.7932,4.9002,95.50317047036498,2.823081,11.978683381801087,10.622660053341523,-2.385064021336609,M
11795,9.601031,9.974914,9.05277,13.366974314711516,0.03606533,370.63226,0.1543,5581.4897,4.4564,74.81124572068738,0.9221439999999994,5.232673018740355,5.07689656767368,-0.166758627069472,G
11799,9.520936,9.834087,9.039176,10.38286719689285,0.016157482,642.60425,0.0749,5895.494,4.4363,96.31250992974826,0.7949110000000008,4.652627807110239,4.5276224958103235,0.05295100167587066,G
11801,11.301455,11.985295,10.466387,14.855328500153323,0.051194254,290.1757,0.1504,4317.276,4.5537,67.31591293923113,1.5189080000000015,7.423032526462283,7.010466299623516,-0.9401865198494065,K
11802,13.813558,14.981478,12.740628,10.733171979061714,0.016406734,654.1931,0.4044,3697.909,4.6722,93.16910247509323,2.24085,9.425038662613254,8.56279844087625,-1.5611193763505,M
11804,14.06711,15.356659,12.944237,12.299414967796052,0.019991277,615.2391,0.4553,3588.9578,4.7603,81.30468015091219,2.412422000000001,10.057837366362733,9.061232271708985,-1.7604929086835939,M
11806,7.2567234,7.4619536,6.8964047,14.381589139067025,0.023216125,619.4656,0.0006,6509.582,4.0149,69.53334505180231,0.5655489000000005,3.121974703337065,3.0451577871870263,0.6459368851251895,F
11808,7.5444226,7.87125,7.03833,15.572902797401738,0.020089721,775.1677,0.0195,5626.7856,3.9259,64.21410401192801,0.8329199999999997,3.6282927871991557,3.4867704641866766,0.46929181432532946,G
11813,11.201281,11.699306,10.5471325,10.261329730995106,0.02056416,498.99097,0.0139,4815.044,4.5744,97.45325666511096,1.1521735,6.497436779758708,6.243399215874199,-0.6333596863496794,K
11814,9.949259,10.334651,9.398135,11.872786061511194,0.015109894,785.7624,0.0896,5498.2183,4.554,84.22622919499636,0.9365159999999992,5.399393887063397,5.232422211101458,-0.22896888444058305,G
11818,10.775548,11.247633,10.147707,10.012336368456912,0.013578194,737.3835,0.0512,5047.999,4.5566,99.87678831390666,1.099926,5.956594453741538,5.7270251573930935,-0.42681006295723734,K
11822,15.837094,17.299437,14.655888,10.547262655566003,0.044117462,239.0723,0.5344,3424.278,4.97,94.81132997785733,2.643549000000002,11.611070000270345,10.41839280630289,-2.303357122521156,M
11827,11.571071,12.181975,10.828221,10.745235795597656,0.019504523,550.91,0.0786,4554.4487,4.6049,93.06450030716887,1.3537540000000003,6.984992464707624,6.648550750883853,-0.7954203003535412,K
11830,13.679798,15.013867,12.374732,18.309801314664792,0.046795916,391.26923,0.0002,3315.7168,4.778,54.61555714419873,2.6391349999999996,11.235044434968017,9.993016158315449,-2.1332064633261796,M
11831,14.856472,16.27971,13.685771,10.72290373856551,0.026235526,408.71692,0.4693,3471.5166,4.7977,93.25832110228177,2.5939390000000007,10.692578041459122,9.538734036332244,-1.9514936145328976,M
11832,9.289104,9.587201,8.813616,11.966340212056682,0.03236745,369.7029,0.0593,5879.8696,4.3547,83.56773936549541,0.7735850000000006,4.740236248987731,4.6196107300023606,0.016155707999055836,G
11835,11.075937,12.283819,9.949953,42.8442894528191,0.023178995,1848.4102,0.0,3337.1887,4.4236,23.340333397318165,2.3338659999999987,10.212420407939629,9.235401723548051,-1.8301606894192206,M
11837,10.022694,10.541498,9.348146,18.11782418429492,0.013654906,1326.8363,0.0001,4698.9404,4.5403,55.19426559326204,1.1933520000000009,6.585552813513303,6.313124204702731,-0.6612496818810926,K
11839,15.691135,17.022738,14.554779,10.626372140019091,0.039363053,269.95804,0.4294,3395.2583,4.6066,94.10549403158804,2.4679590000000005,11.440180609384704,10.393660105076751,-2.2934640420307004,M
11840,5.9909477,6.41243,5.4026074,81.4987133119068,0.025277,3224.224,0.0,5176.9434,4.4844,12.270132366051747,1.0098225999999997,5.747848103739404,5.546701461126268,-0.3546805844505073,K
11846,11.056054,11.589184,10.348347,11.957847001446655,0.021910036,545.7703,0.0971,4742.4575,4.5858,83.62709439910215,1.240836999999999,6.6302930667806415,6.347218961990091,-0.6748875847960364,K
11847,9.120693,9.670619,8.416348,29.937697702156605,0.01945445,1538.8612,0.0006,4601.7026,4.5574,33.402702169978944,1.254271000000001,6.799806795257773,6.501184993780193,-0.7364739975120771,K
11848,16.171503,17.74058,14.961796,10.744643203275968,0.04529065,237.23756,0.5886,3364.9602,4.9928,93.06963303305473,2.7787840000000017,12.05405358845136,10.738862992380138,-2.4315451969520554,M
11850,6.9396687,7.1381316,6.596807,16.206237216233692,0.07510898,215.76962,0.0002,6625.6865,4.1157,61.70463795249806,0.5413246000000003,3.0599263426962864,2.987879657672,0.6688481369312002,F
11851,13.1797905,14.468883,12.055834,11.762147898447695,0.015655944,751.2896,0.4813,3551.8694,4.278,85.01848545298215,2.413048999999999,9.045457104470032,8.05092367981738,-1.3563694719269521,M
11855,14.62837,15.901413,13.512303,10.795096654560192,0.02439972,442.42706,0.4521,3580.9045,4.8286,92.6346499711578,2.3891100000000005,10.319781000201449,9.34240267584973,-1.872961070339892,M
11861,15.768433,17.332054,14.556092,10.83755383485554,0.04413101,245.57684,0.4207,3328.317,4.9382,92.27174464257963,2.775962,11.851635580825338,10.522389339098439,-2.3449557356393753,M
11862,7.430198,7.7150187,6.973613,23.20033049547773,0.023674635,979.9657,0.0,5898.2007,4.2552,43.10283425466386,0.7414056999999996,4.375559894792033,4.257668857932934,0.16093245682682636,G
11863,15.24564,17.100988,13.960949,21.683081753838824,0.03321932,652.72504,0.0003,3064.668,5.0327,46.11890557590863,3.1400390000000016,13.67278084432061,11.925945036373172,-2.9063780145492686,M
11867,7.3356857,7.6328588,6.8617277,21.95185576074909,0.02379275,922.6279,0.0001,5763.6406,4.22,45.554235181703646,0.7711310999999998,4.168814059044049,4.042941902067383,0.24682323917304672,G
