,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
16270,18.998781,19.34074,18.5086,-0.0696016200903518,0.2508302,-0.277485,0.0039,5570.008,4.7576,87.40252459552957,1.6195339999999998,7.616336730160711,7.1651821135972895,-1.0020728454389158,K
16272,16.702911,17.117395,16.117077,0.66209686117037,0.07307352,9.060695,0.005,5045.4365,4.7622,78.76826921510873,2.3291699999999995,9.755741788717678,8.828757986160198,-1.6675031944640795,M
16274,18.118736,19.247385,17.075727,1.5808431936136158,0.13524766,11.688506,0.2882,3477.8076,4.3912,92.95048643298867,1.6049189999999989,7.233703907320429,6.788661665576065,-0.8514646662304259,K
16275,17.286974,18.59227,16.177969,3.7673747997862432,0.08885777,42.397808,0.498,3544.74,4.7742,,,,,,
16276,18.74703,20.183014,17.593073,2.0907024561077967,0.22322017,9.3661,0.2412,3330.5286,4.9717,55.434729452652505,0.974889000000001,5.690601839983495,5.5017133384494965,-0.33668533537979856,G
16277,16.908758,17.358824,16.314138,0.507690048583158,0.07113567,7.1369267,0.0221,4941.5386,4.7256,95.88960246741613,2.510833,11.024219427258618,9.938203409185043,-2.111281363674017,M
16280,15.799238,16.232298,15.211161,0.5467750279508662,0.047049798,11.621199,0.0976,5139.663,4.3396,98.02735680332295,2.6502019999999984,10.37888835802283,9.176775537315581,-1.8067102149262326,M
16281,18.283339,19.417385,17.209238,1.7642499383327943,0.19694187,8.958227,0.4181,3614.9824,4.8159,22.10493923098434,2.6384279999999993,11.928320549786342,10.686973373409273,-2.4107893493637094,M
16286,17.743439,18.86167,16.709509,1.6686023794771678,0.1139571,14.642373,0.5458,3904.1438,4.3766,,,,,,
16288,18.816008,19.990898,17.772497,1.4953587992608754,0.26107633,5.7276692,0.0099,3359.0835,4.6286,77.00353540404974,1.3725450000000006,6.97625631078828,6.63247267470755,-0.7889890698830201,K
16289,14.894452,15.225271,14.39726,0.8256701878566766,0.034018766,24.271019,0.0052,5575.4014,4.3386,99.84727515163972,2.500622,11.015545898920948,9.94392291299264,-2.113569165197056,M
16292,17.88184,19.530468,16.669872,2.2745853231491253,0.15724413,14.465312,0.4382,3402.5784,4.7913,,,,,,
16294,18.301184,19.147835,17.452026,0.8831086013527646,0.18551907,4.760204,0.0786,4148.0806,4.4938,,,,,,
16296,17.541822,19.022781,16.36394,3.90595617704119,0.10962123,35.631386,0.3928,3371.8835,4.8998,37.73305109321549,2.77872,11.705892934922154,10.345344381711278,-2.2741377526845112,M
16299,17.901255,18.372084,17.445862,0.5905657101033435,0.13852954,4.263103,0.0008,5176.699,4.7144,,,,,,
16300,17.850332,18.136444,17.430021,0.0721519759209348,0.17046249,0.42327186,0.0063,5917.329,4.6585,,,,,,
16301,15.075784,15.356885,14.636621,0.535415486885456,0.04862851,11.010321,0.3065,6559.6074,4.2671,,,,,,
16304,12.7191105,13.175632,12.092652,5.223100711603927,0.024311455,214.84114,0.1267,5058.8105,4.6191,99.85903876729776,2.894335,11.86555995774447,10.4319180936711,-2.3087672374684405,M
16307,17.295414,18.148104,16.38815,1.0658032702558424,0.13199139,8.074795,0.1067,3923.2634,4.7431,,,,,,
16308,18.740074,19.489809,17.885706,0.3777207129916587,0.2590196,1.4582707,0.0022,4027.9246,4.7152,93.55593564200026,2.0583004999999996,8.90807849339065,8.181179267715049,-1.4084717070860195,K
16309,16.865213,17.746931,15.956308,1.2246067460981458,0.08304828,14.745722,0.4598,4274.01,4.6489,,,,,,
16311,17.218508,17.839743,16.464436,0.7278550922319655,0.096465096,7.5452685,0.0027,4459.004,4.5198,68.60255680907855,2.002047000000001,9.156839419205554,8.445386489441354,-1.5141545957765417,M
16312,18.072412,19.590155,16.875147,2.1912762528666025,0.15178369,14.436835,0.4846,3422.119,4.818,,,,,,
16314,18.935877,20.079594,17.810888,0.938805846880694,0.30478445,3.0802288,0.0037,3301.8066,4.617,,,,,,
16317,16.760733,18.408424,15.528291,8.000100980913984,0.07645195,104.64221,0.4543,3281.715,4.9712,96.18215628978402,3.6897389999999994,15.233408980893845,12.891302453931285,-3.292520981572514,M
16318,17.44147,18.509817,16.425472,1.4835069563303365,0.10322054,14.372208,0.5303,3910.143,4.4872,38.820593637300504,1.153803,6.619282695350535,6.363193138732015,-0.681277255492806,K
16320,18.907263,19.31078,18.283651,0.780085670604103,0.28288072,2.7576487,0.0025,4931.065,4.8711,,,,,,
16321,17.705372,18.839315,16.70569,1.1233975737665998,0.1331674,8.43598,0.3643,3673.9832,4.6221,,,,,,
16323,18.15695,19.234772,17.157192,1.256186572450024,0.1440212,8.722234,0.3464,3790.4749,4.3865,,,,,,
16324,17.948338,19.01663,16.867796,1.7887281622409463,0.11501166,15.552581,0.4024,3560.5298,4.516,,,,,,
16326,17.197056,17.580826,16.66741,0.4046081611269216,0.0865209,4.676421,0.0034,5370.6987,4.6775,,,,,,
16330,15.837382,16.6611,14.911147,2.160332330036803,0.058675732,36.818157,0.6114,4405.8613,4.5963,,,,,,
16334,17.886082,18.914284,16.913164,1.284780612930417,0.111096665,11.564529,0.2767,3698.2947,4.3667,95.94563399943418,2.9185359999999996,11.941716104868558,10.483952915121687,-2.329581166048675,M
16335,14.712367,15.039543,14.21321,0.7305634019401781,0.02223663,32.85405,0.1573,5870.5386,4.2415,,,,,,
16336,12.845611,13.351886,12.170664,0.3845242989544041,0.014501167,26.516783,0.8684,5986.8164,3.1451,46.40355074049295,1.0087080000000004,6.198808254278653,5.998068932570128,-0.535227573028051,K
16338,18.89307,20.29836,17.675194,1.4100743950834111,0.2349671,6.001157,0.0583,3282.7927,4.9242,,,,,,
16339,14.748205,15.216071,14.118078,1.4594792896512332,0.024765803,58.931232,0.2874,5369.976,4.5179,,,,,,
16342,17.476406,17.94434,16.837782,0.6640463538532059,0.0877545,7.567092,0.0076,4815.2847,4.7609,,,,,,
16343,18.963795,19.876953,17.903816,0.7909937287355042,0.28397638,2.785421,0.0037,3382.741,4.7204,,,,,,
16345,18.690384,19.049707,18.18868,-0.0364118362104711,0.23172422,-0.15713437,0.0017,5653.935,4.7453,,,,,,
16347,14.591832,14.943511,14.0664425,0.8578036061005914,0.02313094,37.084686,0.0221,5439.9033,4.2485,,,,,,
16348,18.52101,19.144156,17.76714,0.2764819048109519,0.23352957,1.1839267,0.003,4364.5195,4.8656,,,,,,
16349,18.595636,19.091722,17.86833,0.2970300054949547,0.28045008,1.059119,0.0033,4483.255,4.8296,,,,,,
16351,17.636547,18.8183,16.538525,3.544191394151659,0.14344914,24.706955,0.1649,3387.439,4.6053,60.81239152530476,0.5862214999999997,3.6559247228806377,3.5748520853194545,0.43405916587221827,F
16354,18.58092,19.747293,17.527262,0.8526695909398376,0.27486628,3.1021252,0.2054,3370.3345,4.6114,,,,,,
16357,18.62827,18.954063,18.103016,0.0476587178833276,0.2416971,0.19718365,0.002,5402.0337,4.7719,89.88024704326129,2.8105969999999996,12.06111410018363,10.712467712785589,-2.420987085114236,M
16360,14.542753,15.021814,13.907388,1.570538656791578,0.030993804,50.672665,0.1284,5014.705,4.435,,,,,,
16363,17.639446,18.846708,16.551867,1.371040957120859,0.11859232,11.560959,0.5714,3653.8528,4.5891,,,,,,
16364,18.655905,19.933348,17.533033,2.277685222404179,0.23083524,9.8671465,0.1046,3214.1772,4.6243,97.28879111598833,3.611021000000001,14.842266234188507,12.602377964993721,-3.1769511859974884,M
16367,18.596748,20.20429,17.379906,2.845116350787802,0.23198584,12.264181,0.1596,3209.3655,4.9593,72.80098261057542,0.9648909999999997,5.838017682639013,5.652596794405223,-0.3970387177620893,K
16371,16.452799,17.07363,15.697976,1.0257536023176712,0.06510016,15.756544,0.1139,4558.1807,4.6545,,,,,,
16376,18.139902,18.511879,17.62468,0.1776143008065227,0.15901418,1.1169715,0.0029,5297.582,4.7719,56.89364531827236,0.9398660000000003,5.677231566356742,5.505388195030761,-0.3381552780123045,G
16377,14.58433,15.007666,13.988825,1.5181585933891697,0.025873609,58.67595,0.1324,5228.6265,4.4654,,,,,,
16384,18.972544,20.442293,17.743673,1.7700932906168476,0.28443813,6.223122,0.0196,3230.0813,4.9796,34.610556725739805,3.1331539999999993,13.587034981290117,11.847727074177712,-2.875090829671085,M
16385,18.080704,18.428875,17.54888,0.4240698673514068,0.14260638,2.9737089,0.0047,5418.39,4.7308,,,,,,
16386,16.792873,17.852787,15.77743,1.977969154999484,0.080296695,24.633257,0.6326,4019.0627,4.5215,,,,,,
16387,16.251812,16.587252,15.756108,0.3959832465676235,0.055296447,7.1610975,0.0036,5557.448,4.4119,,,,,,
16391,17.792524,18.370588,17.093304,0.519063947296679,0.13849401,3.7479162,0.0029,4482.31,4.7182,,,,,,
16396,17.160954,17.510141,16.664062,0.2601244201466022,0.08753527,2.9716527,0.0028,5506.1533,4.7104,99.27611118658712,0.9017730000000004,5.195969673851888,5.034818216132665,-0.149927286453066,G
16397,18.1008,19.060623,17.124191,1.3493591753517171,0.16312198,8.272086,0.2572,3799.477,4.9101,,,,,,
16399,16.469269,17.258436,15.607454,1.518520033863236,0.0707384,21.466702,0.4772,4450.9507,4.6064,,,,,,
16402,17.889757,18.930874,16.887033,1.2720937443030451,0.23611371,5.3876314,0.345,3776.121,4.847,,,,,,
16404,16.320408,17.326376,15.326774,5.478370974109317,0.058759946,93.233086,0.2066,3597.592,4.8335,,,,,,
16405,18.604584,19.598436,17.603888,0.9629977511842488,0.20594348,4.676029,0.0157,3465.4766,4.563,,,,,,
16407,17.107485,18.49095,15.958815,3.665405083215331,0.10654189,34.40342,0.5034,3515.0042,4.8281,,,,,,
16409,18.573694,19.350597,17.778084,0.739266334010342,0.19713739,3.7500057,0.0013,4086.2869,5.0004,98.13233404973822,3.2376819999999995,15.441091531604133,13.586517357307056,-3.570606942922822,M
16410,18.910448,20.094646,17.885548,0.6876690163704446,0.24648,2.7899587,0.0046,3359.574,4.6241,96.78119528237377,0.933349999999999,5.331220706447517,5.16670609251052,-0.20268243700420785,G
16412,18.612772,19.567232,17.62482,1.3028743811319188,0.19338311,6.737271,0.365,3759.0596,4.9003,,,,,,
16417,16.51084,16.955532,15.903042,0.4589689275056797,0.05676193,8.085858,0.0065,4966.797,4.4338,59.910767279375776,2.197913999999999,10.994890336565739,10.126743591743953,-2.1866974366975813,M
16418,16.163054,17.160376,15.133343,2.697957550983788,0.1041327,25.908842,0.6934,4115.927,4.3816,80.65390125696246,1.5016979999999993,7.234707532417861,6.840363103966926,-0.8721452415867703,K
16419,15.571112,16.069513,14.924396,1.0327003681917917,0.04218418,24.480751,0.163,4998.785,4.4683,,,,,,
16420,17.354431,17.953962,16.640299,0.3568328117834209,0.089632004,3.981087,0.0558,4500.099,4.7412,60.20146140801833,0.5357422999999999,3.2883781535635563,3.2174411299455485,0.5770235480217807,F
16422,15.424252,15.974421,14.726133,1.4086425821427615,0.03205008,43.951294,0.239,4863.2847,4.5897,96.56843799569975,3.7505880000000005,15.033340872039368,12.624622966476501,-3.1858491865906005,M
16423,16.590733,17.01006,15.993671,0.5827975476606114,0.055853557,10.434386,0.218,5350.208,4.734,86.58920334561229,2.4422119999999996,9.678030839652827,8.663053280082927,-1.6012213120331709,M
16428,16.624985,16.948748,16.13079,0.3461647707944991,0.061908506,5.591554,0.0014,5592.476,4.5951,,,,,,
16429,18.89519,19.894253,17.909039,0.6843207047120043,0.2264942,3.0213609,0.0066,3525.2405,4.6293,41.105209278628756,3.3711480000000016,14.822014203670594,12.812942681665618,-3.2611770726662472,M
16431,13.199563,13.570812,12.658484,2.2483452087108304,0.01652314,136.07251,0.1526,5596.493,4.4153,,,,,,
16434,18.603172,19.008633,18.008411,0.1977137965035911,0.20063329,0.9854486,0.0022,5041.9062,4.7934,43.27721677443398,0.8510719999999994,4.730071578446051,4.581290385807382,0.03148384567704739,G
16437,18.793615,19.162401,18.248201,-0.3842536986864771,0.22235855,-1.7280815,0.0037,5073.76,4.7831,61.4873418896905,1.0168680000000005,5.881635476118378,5.677987405942142,-0.40719496237685676,K
16438,18.220963,18.771477,17.525225,0.7480662703758061,0.15996678,4.676385,0.0183,4579.234,4.8517,82.6866456238382,0.8640819999999998,4.586446382027248,4.446031129395454,0.08558754824181847,G
16439,13.386888,13.807165,12.800882,1.914636229065082,0.017359655,110.2923,0.1127,5258.073,4.3017,,,,,,
16440,16.779964,17.136185,16.224976,0.4849831033086441,0.07602988,6.3788486,0.002,5113.964,4.6291,92.12535126606885,2.9032909999999994,12.011644675104428,10.571168216010484,-2.3644672864041936,M
16442,13.544282,13.888805,13.034603,1.10356842258791,0.019958574,55.29295,0.042,5566.8896,4.147,,,,,,
16443,16.94527,17.31941,16.414677,0.2265355506915752,0.082644686,2.7410784,0.0096,5324.6924,4.4465,,,,,,
16446,18.642727,19.714682,17.627325,0.8690779894771989,0.19188878,4.5290713,0.1569,3604.3965,4.7217,75.64724803107619,1.202888999999999,6.56335449633832,6.287482332695522,-0.6509929330782086,K
16449,18.36531,18.934748,17.703957,0.5561949648234831,0.1488608,3.7363427,0.0076,4534.884,4.7986,,,,,,
16450,16.131416,16.697615,15.423503,1.2804265298177828,0.050616026,25.29686,0.0886,4574.5454,4.402,83.4891646000769,1.439838,7.27476942760012,6.905655422566657,-0.8982621690266627,K
16451,18.757107,19.610395,17.862978,0.5591931209431565,0.20144635,2.7758908,0.0102,3694.6196,4.7413,89.91725444794805,3.5271729999999977,16.25728665004877,14.062507812050669,-3.7610031248202676,M
16454,15.841937,16.2233,15.288997,0.7177944767117884,0.041109513,17.460545,0.172,5534.3765,4.6076,91.74133314273598,3.012759000000001,12.51173364108391,10.966608765955481,-2.5226435063821926,M
16460,16.112837,17.141132,15.060118,3.117276229841776,0.07089524,43.970177,0.6215,4038.087,4.6676,21.784008036862318,2.6605240000000006,12.144613045582762,10.883075057210199,-2.4892300228840796,M
16461,16.509111,17.005083,15.85778,0.5595485608253217,0.06234355,8.975244,0.1368,4882.5083,4.4226,31.143184030916398,2.7898500000000013,11.182728466009785,9.79792893951278,-2.0551715758051117,M
16463,17.757984,18.241585,17.071213,0.5830624605187628,0.14622055,3.9875546,0.0022,4529.0493,4.8124,77.30649234819053,2.1178849999999994,9.312493515855664,8.543637158313093,-1.5534548633252372,K
16464,16.826797,17.122913,16.364975,0.3535646627485411,0.10353709,3.41486,0.0028,5794.7896,4.6588,65.43554064730564,1.0620209999999997,5.953449295200443,5.7369435248512595,-0.43077740994050373,K
16466,18.683659,19.160534,18.083414,0.6456422312041475,0.28409687,2.272613,0.0052,4907.416,4.8116,78.08996600141042,2.1663809999999994,9.883058594481135,9.077653831264847,-1.767061532505939,M
16468,16.804663,17.112398,16.339577,0.0147044379052747,0.082085595,0.17913543,0.0078,5769.0,4.5635,,,,,,
16470,17.539574,18.68426,16.482998,1.706311346846728,0.12363215,13.8015175,0.6116,3837.3494,4.7118,,,,,,
16472,18.61115,19.114408,17.932228,1.1692581570557834,0.23605523,4.953325,0.0068,4502.1353,4.8467,78.00134508271724,2.228173,9.924504359153605,9.074883540588303,-1.7659534162353212,M
16474,17.493141,18.09541,16.739931,0.7163487537189945,0.10600276,6.757831,0.0208,4367.386,4.8011,96.89728395740612,2.4699870000000015,10.904373848472801,9.862894980527528,-2.0811579922110113,M
16481,17.963064,18.592402,17.198132,0.3311036286832501,0.19468367,1.7007263,0.0051,4274.529,4.6867,,,,,,
16485,17.486063,17.957443,16.909319,-0.0269516445081181,0.14782657,-0.18231936,0.0238,5033.9575,4.7903,,,,,,
16487,16.655745,17.635283,15.702637,1.944145172693624,0.07664063,25.36703,0.6178,4179.0957,4.5499,64.99313214494428,1.2872519999999987,6.829334681533432,6.525068665180939,-0.7460274660723756,K
16488,15.819317,16.305386,15.177737,0.9901971477899384,0.049690157,19.927431,0.0627,4895.934,4.4706,,,,,,
16489,16.7003,17.065222,16.177275,0.2800331684147635,0.067123696,4.171897,0.025,5402.016,4.4107,,,,,,
16490,17.433584,18.038763,16.683382,0.8975514930069918,0.09680568,9.271683,0.0169,4358.5864,4.7608,99.46964023717757,2.775843,11.93700826232542,10.62112726408101,-2.3844509056324044,M
16493,17.726398,18.656788,16.777494,1.2948919517385618,0.10722104,12.076846,0.2984,3859.054,4.7945,,,,,,
16496,18.706871,19.015743,18.236351,0.1674649275966294,0.22077677,0.758526,0.0046,5529.329,4.7398,,,,,,
16497,11.584217,11.917799,11.079798,4.458220434897986,0.015079018,295.65723,0.2023,5946.4907,4.4901,,,,,,
16499,18.631083,19.456469,17.76957,0.611635183838589,0.17975849,3.4025385,0.0037,3895.535,4.8244,,,,,,
16502,14.52389,14.955482,13.920279,1.394699128459678,0.025172818,55.40497,0.1315,5153.6206,4.3675,,,,,,
16505,14.7218,15.0707655,14.190427,0.997469369616463,0.027138118,36.75529,0.2868,5930.324,4.3283,49.612468829862635,1.6168180000000003,7.812278373274804,7.3499448046993265,-1.0759779218797305,K
16507,18.623108,19.021406,18.067284,0.0866804873331757,0.2458748,0.35253912,0.0025,5436.1,4.754,78.06070848282882,2.808706000000001,11.238203531070358,9.887780556794041,-2.0911122227176167,M
16510,18.135868,19.117624,17.11287,1.4053406393112569,0.13097888,10.729521,0.092,3464.2307,4.486,,,,,,
16511,18.524357,19.325304,17.739153,0.6065576865603405,0.16040957,3.781306,0.0036,4052.6978,4.9624,,,,,,
16517,18.7435,19.880726,17.673779,1.175402077555744,0.21205163,5.5429993,0.0356,3400.444,4.5057,,,,,,
16518,16.751722,17.522858,15.897043,1.1542950668273322,0.08257953,13.977981,0.2109,4301.3145,4.5667,55.26729122468606,1.1393464,2.6208220095399355,2.371083403271715,0.915566638691314,K
16521,14.143617,14.583892,13.541835,1.8938683855111031,0.020853912,90.81597,0.2818,5451.434,4.5803,85.32292836790138,2.5954809999999995,10.897544782217476,9.73944423773775,-2.0317776950951,M
16524,17.72653,18.079622,17.240911,0.3608942614522267,0.12618554,2.8600287,0.0058,5528.692,4.7342,,,,,,
16526,18.534508,19.186863,17.828314,0.2831390209309495,0.2819863,1.0040878,0.0028,4316.7144,4.8936,,,,,,
16527,18.626545,19.921776,17.484686,1.9582481776340508,0.26728737,7.326378,0.0274,3251.2126,4.6255,98.68765908677769,2.7611089999999994,11.943853778503218,10.64395376277183,-2.393581505108732,M
16528,17.352806,17.689451,16.845358,0.1001476384469843,0.13727145,0.72955906,0.0037,5532.365,4.7063,,,,,,
16529,18.792723,20.361578,17.608257,1.6357531172748592,0.29343262,5.574544,0.0058,3215.644,4.9552,,,,,,
16531,18.817686,20.705801,17.50647,5.169577777673409,0.27784386,18.606054,0.009,3007.9446,5.0894,95.10458905541672,3.8191710000000008,15.540668972825792,13.023682633327653,-3.345473053331061,M
16532,18.722689,19.384123,17.892143,0.5860492268821283,0.26286075,2.2295046,0.0033,4044.159,5.0177,65.80301561289339,0.7309566999999992,4.135826739796622,4.021232015666612,0.2555071937333551,G
16533,17.925468,18.383303,17.334457,-0.0144024111758011,0.15730795,-0.09155552,0.0075,4949.923,4.8504,,,,,,
16534,18.4336,19.281342,17.602245,0.7464202993598099,0.18655723,4.0010257,0.0038,3927.0688,4.8865,,,,,,
16535,13.3264675,13.607202,12.858755,1.1853931862643348,0.018200472,65.12981,0.0061,5840.0625,4.1426,,,,,,
16536,15.003165,15.526303,14.321295,1.7572429508519591,0.030810818,57.03331,0.1391,4803.773,4.5263,,,,,,
16537,15.234349,15.633313,14.668019,1.0224065058180176,0.030701136,33.30191,0.0244,5227.1685,4.4355,,,,,,
16538,15.593729,15.935057,15.068089,0.3757845214843086,0.053932115,6.967732,0.2447,5885.211,4.3879,,,,,,
16539,16.881115,17.540289,16.115662,1.2225202118339011,0.07375614,16.575165,0.0137,4326.0825,4.473,73.62714487171361,0.4274963999999999,2.553539276475938,2.5019638017792936,0.8632144792882827,F
16540,18.662025,19.837168,17.616556,1.7645199667716394,0.31197152,5.656029,0.0069,3261.2107,4.6566,,,,,,
16541,17.325384,17.912897,16.606306,0.8320215519926228,0.088665254,9.383851,0.0113,4463.0815,4.8028,,,,,,
16543,18.15837,19.434156,17.04084,2.1175751144536847,0.13636447,15.528789,0.373,3450.2258,4.6385,,,,,,
16546,13.39732,13.7491455,12.874634,1.8987688419615407,0.03423329,55.46557,0.0659,5522.422,4.3272,,,,,,
16547,14.54984,14.86789,14.061161,0.6981339188269285,0.021244701,32.861557,0.0703,5760.6826,4.1705,,,,,,
16548,17.511562,18.425138,16.59374,1.0854037661941216,0.09372473,11.580762,0.4394,4154.081,4.5212,,,,,,
16549,14.414999,14.698458,13.963966,0.7093909069867254,0.018980095,37.37552,0.1831,6260.227,4.2163,,,,,,
16550,13.85982,14.3867855,13.18491,1.02707232174855,0.02742526,37.449867,0.2414,4962.624,4.0878,,,,,,
